class,family,genus,n_species,n_antimalarial,mean,std_err,eff
Magnoliopsida,Asteraceae,Pseudobrickellia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Radlkoferotoma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Raulinoreitzia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Sachsia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Schizotrichia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Scrobicaria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Selloa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Soliva,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Sphagneticola,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Spilanthes,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Stachycephalum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Stylocline,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Syncretocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Tetraneuris,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Tilesia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Townsendia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Trichogoniopsis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Xylorhiza,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Zandera,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Asteraceae,Zexmenia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Bignoniaceae,Eccremocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Bignoniaceae,Martinella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Bignoniaceae,Neojobertia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Bignoniaceae,Stizophyllum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Ehretia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Eriodictyon,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Moritzia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Nemophila,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Oreocarya,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Pholisma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Boraginaceae,Pholistoma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Brassicaceae,Aschersoniodoxa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Brassicaceae,Dimorphocarpa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Brassicaceae,Machaerophorus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Brassicaceae,Thysanocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Brasilicereus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Facheiroa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Hatiora,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Lophocereus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Lophophora,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Neolloydia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cactaceae,Uebelmannia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Calyceraceae,Acicarpha,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Calyceraceae,Boopis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Canellaceae,Pleodendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Caricaceae,Jarilla,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Caryophyllaceae,Polycarpon,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Caryophyllaceae,Spergula,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Celastraceae,Haydenoxylon,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Celastraceae,Hylenaea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Celastraceae,Plenckia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Chrysobalanaceae,Chrysobalanus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Convolvulaceae,Aniseia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Convolvulaceae,Calycobolus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Crassulaceae,Cremnophila,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Crossosomataceae,Crossosoma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Cucurbitaceae,Helmontia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Dilleniaceae,Neodillenia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Elatinaceae,Bergia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Ericaceae,Chimaphila,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Ericaceae,Lateropora,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Ericaceae,Mycerinus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Ericaceae,Pyrola,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphorbiaceae,Adenophaedra,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphorbiaceae,Cleidion,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphorbiaceae,Dodecastigma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphorbiaceae,Hippomane,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphorbiaceae,Maprounea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphorbiaceae,Senefeldera,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Euphroniaceae,Euphronia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Adenopodia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Balizia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Conzattia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Cranocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Dolichopsis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Ebenopsis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Gleditsia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Helicotropis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Lennea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Lespedeza,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Neptunia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Orbexilum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Oxyrhynchus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Painteria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Peteria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Pityrocarpa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Recordoxylon,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Riedeliella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Samanea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Staminodianthus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Tara,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Teramnus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gentianaceae,Bisgoeppertia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gentianaceae,Celiantha,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gesneriaceae,Anetanthus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gesneriaceae,Cremospermopsis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gesneriaceae,Mandirola,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gesneriaceae,Niphaea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gesneriaceae,Parakohleria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Gesneriaceae,Phinaea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Goodeniaceae,Scaevola,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Hamamelidaceae,Molinadendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Hernandiaceae,Gyrocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Hydrangeaceae,Fendlera,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Iteaceae,Pterostemon,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Lamiaceae,Eplingiella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Lauraceae,Urbanodendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Linaceae,Hebepetalum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Loasaceae,Loasa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Loasaceae,Petalonyx,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Loasaceae,Presliophytum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Loranthaceae,Maracanthus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malpighiaceae,Burdachia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malpighiaceae,Glandonia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malpighiaceae,Lasiocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malpighiaceae,Mcvaughia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Bernoullia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Carpodiptera,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Gyranthera,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Malva,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Malvella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Pentaplaris,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Sidalcea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Thespesia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Malvaceae,Trichospermum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Melastomataceae,Anaectocalyx,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Melastomataceae,Appendicularia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Melastomataceae,Bucquetia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Melastomataceae,Comoliopsis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Meliaceae,Swietenia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Molluginaceae,Paramollugo,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Montiaceae,Claytonia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Moraceae,Batocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Moraceae,Castilla,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Moraceae,Morus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Myrtaceae,Blepharocalyx,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Myrtaceae,Chamguava,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Myrtaceae,Myrteola,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Ochnaceae,Perissocarpa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Olacaceae,Aptandra,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Olacaceae,Chaunochiton,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Oleaceae,Haenianthus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Orobanchaceae,Conopholis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Orobanchaceae,Physocalyx,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Orobanchaceae,Vellosiella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Passifloraceae,Mitostemma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Petiveriaceae,Hilleria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Petiveriaceae,Ledenbergia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Petiveriaceae,Schindleria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Petiveriaceae,Trichostigma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Phyllanthaceae,Flueggea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Phyllanthaceae,Meineckia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Phyllanthaceae,Tacarcuna,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Picramniaceae,Nothotalisia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Collinsia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Conobea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Darcya,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Dizygostemon,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Gratiola,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Keckiella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Limosella,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plantaginaceae,Rhodochiton,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Plumbaginaceae,Plumbago,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Polemoniaceae,Allophyllum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Polygonaceae,Gymnopodium,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Polygonaceae,Lastarriaea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Polygonaceae,Neomillspaughia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Polygonaceae,Podopterus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Ranunculaceae,Halerpestes,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rhabdodendraceae,Rhabdodendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rhamnaceae,Crumenaria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rosaceae,Rosa,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Cephalanthus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Coutaportla,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Coutareopsis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Dendrosipanea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Glossostipula,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Henriquezia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Lasianthus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Leptostigma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Limnosipanea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Omiltemia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Pittoniotis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Ronabea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rubiaceae,Shaferocharis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Rutaceae,Decatropis,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Salicaceae,Bartholomaea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Salicaceae,Euceraea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Salicaceae,Homalium,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Salicaceae,Irenodendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Salicaceae,Neoptychocarpus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Salicaceae,Piparea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Santalaceae,Thesium,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Sapindaceae,Dilodendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Sapindaceae,Exothea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Saxifragaceae,Lithophragma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Saxifragaceae,Micranthes,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Schoepfiaceae,Arjona,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Bouchetia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Brachistus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Dyssochroma,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Hunzikeria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Merinthopodium,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Nicandra,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Trianaea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Solanaceae,Tzeltalia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Thymelaeaceae,Lagetta,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Thymelaeaceae,Linodendron,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Violaceae,Bribria,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Violaceae,Fusispermum,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Violaceae,Ixchelia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Vitaceae,Clematicissus,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Zygophyllaceae,Bulnesia,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Pinopsida,Pinaceae,Picea,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Pinopsida,Podocarpaceae,Pectinopitys,3,0,0.00797376853714882,0.05134909136640036,-0.1552854846106655
Magnoliopsida,Fabaceae,Calliandra,147,1,0.00797376853714882,0.007335584480914337,-0.1596392832446095
Magnoliopsida,Malvaceae,Sida,148,1,0.00797376853714882,0.007310760096756677,-0.16646857020133565
Liliopsida,Amaryllidaceae,Chlidanthus,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Amaryllidaceae,Trichlora,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Arecaceae,Chelyocarpus,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Arecaceae,Mauritiella,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Arecaceae,Pseudophoenix,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Asparagaceae,Dandya,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Asparagaceae,Oziroe,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Bromeliaceae,Disteganthus,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Bromeliaceae,Gregbrownia,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Bromeliaceae,Lutheria,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Bromeliaceae,Wallisia,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Cymodoceaceae,Halodule,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Cyperaceae,Bisboeckelera,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Cyperaceae,Diplacrum,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Iridaceae,Ennealophus,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Mayacaceae,Mayaca,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Melanthiaceae,Toxicoscordion,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Bipinnula,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Buchtienia,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Caluera,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Caularthron,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Cochleanthes,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Daiotyla,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Dichromanthus,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Domingoa,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Guarianthe,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Helonoma,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Kegeliella,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Mesadenus,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Monophyllorchis,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Oestlundia,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Potosia,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Psychopsis,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
Liliopsida,Orchidaceae,Pterostemma,4,0,0.00797376853714882,0.044469617584550904,-0.1793082326824184
